String,Symbol,Library,LibraryPath
Unbound var type specified for tExpecting spice At least one spiral layer must bAt least one center tap layer must be specified,sepLayGenReconCheck,,
Expecting Device Name ,utlufEdgePairBy1DBUMatch,,
Expecting Recognition Layer ,clCreateCenterlineMarker,,
debugRules,__PRETTY_FUNCTION__.32491,,
Undefined switch %s,sepLayGenHeuristic,,
Expecting Function or flag ,overrideSpuriousErrors,,
innerDiameter,savedCanLay,,
joinLayer,savedNewLay,,
conLayer,savedOutLay,,
viaLayer,savedScratchLay,,
Expecting label layer,savedUfLay1,,
Expecting text property layer,savedUfLay2,,
Expecting cellView name,savedUfLay3,,
Expecting spiceModel,savedUfLay3Shielded,,
Undefined flag %s,savedUfLay4,,
centerTapINDPackage%L,savedWorkLay,,
SP_TMP,savedWorkLay2,,
Arg,savedEraseLay,,
HOLES,savedRedLay,,
 innerDiaError( CH_%s %5.2f ),savedSavePrimUfLay1,,
 angleTolerance( %5.2f ),savedSavePrimUfLay2,,
Irregular,savedBkgndLay,,
M_CT,savedSaveReconUfLay1,,
M_CO,savedSaveReconUfLay2,,
M_SP,savedSaveLGRecUfLay1,,
CTI_SP,savedSaveLGRecUfLay2,,
 widthError( CH_%s %5.2f ),sepTaskNum,,
 spacingError( CH_%s %5.2f ),auxCanLay,,
 oneTurnCTI( %d ),auxNewLay,,
GOOD_CH,auxOutLay,,
GOOD_IND_BODY,auxScratchLay,,
SP_AND_CT_ALL,auxUfLay1,,
SP_AND_CT,auxUfLay2,,
CONN_REGION,auxUfLay3,,
%s = geomAndNot( %s %s ),auxUfLay3Shielded,,
"%s ""CTI %s connectionErrors""",auxUfLay4,,
M_SP_SPLIT,auxWorkLay,,
<< geomConnect >>,auxWorkLay2,,
%s = geomAndNot(%s %s),auxEraseLay,,
" cellView( ""%s"" )",auxRedLay,,
" spiceModel( ""%s"" )",auxSavePrimUfLay1,,
CTI_DEV_LYR,auxSavePrimUfLay2,,
MALFORMED_LYR,auxBkgndLay,,
"%s ""all malformed CTI %s""",auxSaveReconUfLay1,,
SP_CT_MAL,auxSaveReconUfLay2,,
%s = geomEnclose( %s CH_%s ),auxSaveLGRecUfLay1,,
" %s ""CTI %s bendAngleErrors""",auxSaveLGRecUfLay2,,
" %s ""CTI %s SpacingErrors""",savePrimaryUfLay1,,
" %s ""CTI %s widthErrors""",savePrimaryUfLay2,,
CT_TERM,saveLGRecUfLay1,,
spiralINDPackage%L,saveLGRecUfLay2,,
SPRL_AND_SPK,saveReconUfLay1,,
IND_SPIRAL,saveReconUfLay2,,
 widthError( X_%s %5.2f ),layGenToggle,,
 spacingError( X_%s %5.2f ),sepflat.c,,
 innerDiaError( X_%s %5.2f ),sepEmanEdgeProc,,
 bendAngleError( X_%s %5.2f ),sepPrintLimits,,
" turnOnSpiralEnd( ""%s"" )",sepPrintCheck,,
SPRL_CTR,sepFlatDEBUG,,
GOOD_SPRL_SPK_CONN,sepisect.c,,
RECOG_NEW,QSortIsectPoints,,
"%s ""SI %s connectionErrors""",sepEdgeCoinEdge,,
%s = geomEnclose( %s X_%s ),analyzeIsect.isra.0.constprop.0,,
" %s ""SI %s bendAngleErrors""",splitEdges,,
" %s ""SI %s spacingErrors""",seplaygen.c,,
" %s ""SI %s widthErrors""",sepGatherProgenyUsingNewLay.isra.0,,
SPRL,sepGetNonIntersect.isra.0,,
BAD_COIN,sepmodel.c,,
DEVICE_LAYER,sepRegKey,,
"%s ""all malformed SI %s""",sepRegCmp,,
"Expecting bound layer or number, %s encountered",adjHashKey2,,
Invalid field '%s' found in %s,adjCmpKey2,,
Too many parameters for '%s(...)',sortSerFunc,,
Invalid field '%f' found in %s,sepFlatHandler,,
Expecting out layer name for %s,compSerFunc,,
Only expecting one argument for %s,sepPolygonToEdges,,
Expecting floating point arg for %s,sepPolygonToEdges.constprop.0,,
Expecting Function Type in joinLayer - ,sepPolygonToModelEdges,,
"Undefined shape type '%s', expecting 'none', 'outer', 'inner', or 'both'",sepRectToEdges,,
rcdevindmacro.c - rcAttachParamReplaceHead,processClusterTestAspect,,
rcdevindmacro.c - pSpiralMacroHead,sepGetClusterResults.isra.0,,
rcdevindmacro.c - pCtrTapMacroHead,sepGetFrResults.isra.0,,
This rule is not allowed in Diva,sepraw.c,,
There must be a device name specified,vdbshparray.c,,
There must be a recognition layer specified,widsepflat.c,,
There must be at least one spiral layer,adjHashKey,,
There must be at least one center tap layer,adjCmpKey,,
There must be one viaLayer in joinLayer,widsepmodel.c,,
Must have at least one spiral layer,meldFunc,,
centerHole( %s ) spiralComplete( %s ) spiralLayers( %s ),binFlatHandler,,
 bendAngleError( CH_%s %5.2f ),gvg_new.c,,
This rule has to be specified before the geomConnect rule.,createGroupVar,,
spiral argument can only have 2 terminal names specified,cmpOverrides,,
"""%s"" %s spiral( %s) centerTap( %s)",gvgGenNames,,
substrate and bulkLayers: only one can be defined in one package command,ovPool,,
substrate argument can only have 1 terminal name specified,computePlacementBoxes,,
Spaces not allowed in spiceModel name '%s',gvgGlobalPath,,
" %s ""CTI %s CenterTapButtOrOverErrors""",gvgLayerNum,,
" %s ""CTI %s innerDiameterErrors""",strmin.c,,
%s = _measureCTIParameter( side( %s %s ) angleTolerance( %f ) ),ignoreHashKey,,
%s = _measureCTIParameter( width( %s %s ) angleTolerance( %f ) ),strmCellInfoKey,,
%s = _measureCTIParameter( spacing( %s %s ) angleTolerance( %f ) ),ignoreHashCmp,,
%s = _measureCTIParameter( turn( %s %s ) angleTolerance( %f ) ),strmCellInfoCmp,,
%s = _measureCTIParameter( innerDia( %s %s ) angleTolerance( %f ) ),START,,
%s = _measureCTIParameter( centerTapLength( %s %s ) angleTolerance( %f ) ),strmIgnoreList,,
%s = _measureCTIParameter( spiralLength( %s %s ) angleTolerance( %f ) ),gdsIIFileName.30621,,
There must be at least one spoke layer,ptr1.30622,,
There must be one 'viaLayer' layer in joinLayer,fileName.30623,,
There must be one 'remove' layer in joinLayer,ptr2.30624,,
" %s ""SI %s innerDiameterErrors""",StrmCurrFileName,,
spiral argument can only have 1 terminal name specified,cellcount,,
spoke argument can only have 1 terminal name specified,StrmCellInfoTbl,,
"""%s"" %s spiral( %s) spoke( %s)",StrmCellInfoPtr,,
%s = _measureSIParameter( side( %s ) %s ),firstTime.30780,,
%s = _measureSIParameter( width( %s ) %s ),reader.c,,
%s = _measureSIParameter( spacing( %s ) %s ),strm_fill_buffer,,
%s = _measureSIParameter( turn( %s ) %s ),streamBuffer,,
%s = _measureSIParameter( innerDia( %s ) %s ),InputFile,,
%s = _measureSIParameter( spiralLength( %s ) %s ),StreamBufferP,,
%s = _measureSIParameter( spokeLength( %s ) %s ),LocationInFile,,
There is an error in the rules file. Connection task was not created. Check pinText(...) and similar commands,StreamBufferNumBytes,,
centerTapINDPackspiralINDPackagecenterTap argument can only have 1 terminal name textProperty( ,TotalBytesRead,,
_nil_,strm_read_double,,
procedure,strm_read_four_byte_integer,,
Device recognition layer ',decompressMethods.14421,,
rcdevpushdown.c - devCmdInfo,nameBuf.14756,,
rcdevpushdown.c - ModelHash,nameBuf.14715,,
rcdevpushdown.c - RecogHash,stringBuf.14668,,
rcdevpushdown.c - PDDMETHOD,laff.c,,
' is not defined.,laff_ctrav.c,,
rcdevpushdown.c - hashTable,set_filter_flags,,
rcdevpushdown.c - curDevCmdInfo,bld_cell_toc_func,,
'can not be pushed down because of the multiple targetLayers,laff_ctrav_process_cell.c,,
rcdevpushdown.c - PushDownDevHash,match_tag_pattern,,
rcdevpushdown.c - TerminalHash,keep_tag,,
pushDownTerminalrcdle.c - pack,traverse_cell,,
%6d. drcDenseLineEnd(),laff_dbinfo.c,,
drcDenseLineEnd%L,dbinfo_func,,
%6d. drc%L,Dbinfo,,
%s() - This can only be used inside the %s command.,Found_layer,,
%s() - Requires at least 4 args.,Found_unit,,
%s() - Requires no more than 8 args.,laff_internal.c,,
Second parameter of %s() must be sep parameter,Pcell_syntax_msg,,
'endLength' parameter is need for %s(),Logic_syntax_msg,,
'legLength' parameter is need for %s(),laff_syntax.c,,
 must not exceed one half the spacing distance,mfile.c,,
The sum of the normalGrow and squareGrow value,regexp.c,,
@Warning: NULL width parameter.,strclone.c,,
"Warning: Invalid width options. Must be ""up"" or ""lo"".",tagtype.c,,
%s range has been specified more than once in %s.,Crc32_tbl,,
%s %s range must be specified in %L in ,Tagtype,,
%s.,Taglen,,
"%L is not allowed in %s, expecting ",Tag_hash_tbl_sz,,
only %s range.,case.c,,
%s %s range '%g' is not allowed in %L ,chash.c,,
"in %s, expecting only %s range.",cdump_data,,
"%s value is 0 or negative in %L in %s, ",ccompare_data,,
expecting positive.,cdel_data,,
"%s value is negative in %L in %s, ",cadd_data,,
expecting 0 or positive.,chash_data,,
"equal is not allowed in %L in %s, only '<' ",crc32.c,,
or '>' should be used.,Crc32_tbl,,
"width lower range is negative in %L in %s, ",heap.c,,
expecting 0 or positive.,prime_ge_than.c,,
"'width == 0' is not allowed in %s, expecting 'width > 0'.",cpp_checksum32.cc,,
"width upper range is 0 or negative in %L in %s, ",cpp_crc32.cc,,
expecting positive.,cpp_token.cc,,
enc1 has been defined more than once in %s.,zlib_compat.cc,,
enc2 has been defined more than once in %s.,CH_2_Assura_Boolean.c,,
enc3 has been defined more than once in %s.,modify_stored_U,,
enc4 has been defined more than once in %s.,modify_stored_L,,
"Unknown input '%L' found in venc(), expecting width or enc ranges.",Store_Data,,
enc1 must be specified in %L in %s.,segment_table_ptr,,
enc2 must be specified in %L in %s.,VER_fields_to_store,,
enc3 must be specified in %L in %s.,CH_2_Assura_Contained_By.c,,
enc4 must be specified in %L in %s.,process_L,,
Requires input xyw check parameter list in %s.,modify_stored_U_2,,
Requires x value in ascending order in %s.,modify_stored_L_2,,
Requires y value equal to the minus value of with for negative enclosure in %s.,process_U,,
Requires y value in descending order in %s.,Max_Donor_Node_Count,,
Requires w value in ascending order in %s.,bit_key,,
The sum of the normalGrow and squareGrow value must not exceed one half the spacing distance.,exists_key,,
%s value must be greater than or equal zero.,output_data,,
 windowSize value can't be zero.,segment_table_ptr_2,,
 windowSize should be an integer multiple of stepSize.,loop_fields_to_retrieve,,
 stepSize value can't be zero.,CH_2_Assura_Regions.c,,
Unknown input '%L' is found in ,Do_Transfer_Region_Numbers,,
Multiple output layers are named '%s'. Output layers must have unique names within drcTable.,Do_Not_Free_dsap_pager,,
"%s does not allow multiple settings of parameter %s, second (and sequential) settings are ignored.",CH_2_Assura_Select.c,,
Multiple widthOutput are specified for one width check in %s.,process_L,,
Multiple sepOutput/sepError are specified for one sepNotch check in %s.,modify_stored_U,,
'runLength' lower limit must be greater than 'sepNotch' upper limit.,Definer_Nodes_Needed,,
pvs is not found in the search path.,modify_stored_L,,
Illegal single layer modifier 'figb'.,process_U,,
Illegal single layer modifier 'edgeb'.,What_Select_To_Do,,
figa specified for edge layer (%s),ntuple_page_key,,
fig specified for edge layer (%s),donor_U_fig_ptr,,
figb specified for edge layer (%s),ntuple_key,,
"fig specified for edge layers (%s, %s)",ntuple_length,,
"(%s) is polygon layer, (%s) is edge layer",ntuples_per_page,,
"(%s) is edge layer, (%s) is polygon layer",segment_table_ptr_2,,
"(%s), and (%s) are mixed layers",select_U_vs_U,,
"Unknown input '%L' found in drc(), ",compare_near_by_info,,
"expecting venc(), lineEndLength() or lineEndNotch() blocks",definer_loop_fields_to_retrieve,,
"Unknown input '%L' found in lineEnd(), ",is_done_key,,
"expecting ranges for lineEndWidth, lineEndLength and lineEndEnc",Equal_Only_Flag,,
lineEndWidth must be specified in drc( ... lineEnd() ).,segment_table_ptr,,
 must be specified in drc( ... lineEnd() ),polygon_being_processed,,
lineEndLength value '%g' is smaller than or equal to lineEndEnc value ,does_overlap_key,,
'%g',abut_only_U_vs_U,,
", ",Num_Regions_Touched,,
expecting lineEndLength value greater than lineEndEnc value in drc( .. lineEnd() ),Regions_Touched_key,,
"Unknown input '%L' found in lineEndNotch(), expecting ranges for LineEndWidth, notchLength and lineEndEnc.",link_U,,
lineEndWidth must be specified in drc( ... lineEndNotch() ).,region_link_key,,
 must be specified in drc( ... lineEndNotch() ),Store_Data_2,,
"Unknown input '%L' found in drc(), expecting venc(), lineEndLength() or lineEndNotch() blocks.",VER_fields_to_store,,
Cannot give 'shielded' and 'lessShielded' for the same rule.,Store_Data_1,,
The 'shielded' modifier cannot be used with the 'area' function.,Max_Donor_Node_Count,,
Only one shielding layer is allowed.,modify_stored_U_2,,
*WARNING* Shielding layer is not defined. 'shielded' modifier without layer will be used.,modify_stored_L_2,,
Illegal single layer check modifier 'lengthb'.,Num_Value,,
The drc length distance is greater than the checking distance.,num_ntuple_pages,,
"If this increases run time, please consider replacing drc length modifier",abend.c,,
by using geomGetLength before the drc check to get edges within the ,alloc_ntup_pg2.c,,
required range.,break_nsf_to_sf.c,,
 (AVRC-10033): syntax error in processCoverage(): unexpected expression %L,calmcr.c,,
 Refer to the Assura Command Reference for the correct syntax of processCoverage().,check_dir.c,,
": syntax error in ""if"" statement of calculate() expression. ",clckws.c,,
"         Check whether ""if"" has both ""then"" and ""else"" parts.",do_figs_tch.c,,
: function abs() in calculate() expression has a wrong number of parameters.,do_figs_tch2.c,,
abs() requires a single parameter.,Ignore_One_Point_Touch,,
: function min() in calculate() expression has a wrong number of parameters.,Ignore_Rectilinear,,
min() requires at least two parameters.,do_find_one_layer_nodes.c,,
: function max() in calculate() expression has a wrong number of parameters.,Has_Slanted_Lines,,
max() requires at least two parameters.,get_FINAL_chain_number,,
: wrong paremeter for area() in calculate() expression.,current_number_of_chains,,
         area() requires either a single parameter - layer or no parameters.,node_chain_key,,
 (AVRC-10032): processCoverage(): wrong parameter for area() in calculate() expression. ,looped_similarly,,
"         The parameter of area() must be a layer, not ",x_y_scratch,,
 Refer to the Assura Command Reference for the correct syntax of processCoverage().,Fine_Grain_Parallel,,
 (AVRC-10033): syntax error in processCoverage(): unexpected expression ,x_y_scratch_2,,
 (AVRC-10026): processCoverage(): unexpected condition in neighborCalculate() expression:,looped_differently,,
%L,looped_almost_similarly,,
 Refer to the Assura Command Reference for the correct syntax of processCoverage().,l_vs_group.isra.0,,
 (AVRC-10026): processCoverage(): unexpected condition in neighborCalculate() expression:,node_B_loop_1,,
%L.,un_compress_in_line,,
: exist() function in neighborCalculate expression has wrong number of parameters.,node_B_unlooped_1,,
 exist() function requires only one parameter ,node_B_loop_2,,
 (AVRC-10024): syntax error in processCoverage(): unexpected expression %L,do_remove_overlap,,
 Refer to the Assura Command Reference for the correct syntax of processCoverage().,l_vs_u,,
 wrong argument for exist() function in neighborCalculate expression.,Num_L_V_Processed_in_l_vs_u,,
"exist() function requires outLay(a b) as input parameter, where outLay is output of calculate() or layerList(),",Done_key,,
"        a,b are indexes from -2 to 2 pointing neighbor window",node_B_unlooped_2,,
 (AVRC-10019):  processCoverage(): wrong input layer for neighborCalculate().,loop_address_key,,
The neighborCalculate() input layers  must be generated within the same processCoverage() statement ,loop_index_key,,
as the output of calculate() or layerList():%s.,dsap.c,,
: wrong number of arguments in neighbor windows indexing in neighborCalculate() expression.,Dsap_globals,,
Two arguments are required for window index,Max_dsap_size,,
processCoverage(): too many input layers for neighborCalculate().,source_fname,,
         The number of the input layers must be not greater than ,expand_mcr_to_a_rectangle.c,,
: wrong neighbor window index. Only integer values from -2 to 2,fig_does_not_touch_box.c,,
        for neighbor windows indexing are allowed in neighborCalculate() layers references,fnd_tch_loops.c,,
 (AVRC-10026): processCoverage(): unexpected condition in neighborCalculate() expression:,segment_local_find_loops,,
%s.,local_find_loops,,
 (AVRC-10045): syntax error in processCoverage(): unexpected expression %L,get_ntuple.c,,
      Refer to the Assura Command Reference for the correct syntax of processCoverage().,heap.c,,
": syntax error in ""if"" statement of neighborCalculate() expression.",source_fname,,
  ,input_l_overlap_itself.c,,
"Check whether ""if"" has both ""then"" and ""else"" parts.",store_loop.isra.0,,
: function abs() in neighborCalculate() expression has a wrong number of parameters.,insect.c,,
 abs() requires a single parameter.,x_overlap,,
: function min() in neighborCalculate() expression has a wrong number of parameters.,y_overlap,,
 min() requires at least two parameters.,code,,
: function max() in neighborCalculate() expression has a wrong number of parameters.,a_delta,,
max() requires at least two parameters.,b_delta,,
": exist() must be used only in ""if"" statement of neighborCalculate()",move_mem.c,,
 (AVRC-10038): syntax error in ,node_b_cmbn_looped_figs.c,,
: wrong parameter of gradient function in neighborCalculate() expression.,a_good_merge,,
Gradient requires a layer as a parameter.,scratch_space,,
 (AVRC-10040):  processCoverage(): wrong input layer of neighborCalculate().,output_xy,,
The neighborCalculate() input layers  must be generated within the same processCoverage() statement ,source_fname,,
as the output of calculate() or layerList(),nodeb_putget_loops.c,,
processCoverage(): too many input layers for neighborCalculate().,do_consecutive_copies_touch,,
The number of input layers must be not greater than ,source_fname,,
: wrong parameter of gradient function in neighborCalculate() expression.,nodeb_putget_unlooped.c,,
